panel	compound_id	name	reported_smiles	reported_inchikey	computed_inchikey	structure_roundtrip_exact	single_covalent_component	exact_davis_parent_overlap	exact_davis_murcko_overlap	maximum_davis_morgan2_tanimoto	eligibility_status
OKL2026	HMSL10067	AZD-1152-HQPA	CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1	QYZOGCMHVIGURT-UHFFFAOYSA-N	QYZOGCMHVIGURT-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12067	FALNIDAMOL	CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1	FTFRZXFNZVCRSK-UHFFFAOYSA-N	FTFRZXFNZVCRSK-UHFFFAOYSA-N	true	true	false	false	0.40740741	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10633	HARMINE	COc1ccc2c(c1)[nH]c1c(C)nccc12	BXNJHAXVSOCGBA-UHFFFAOYSA-N	BXNJHAXVSOCGBA-UHFFFAOYSA-N	true	true	false	false	0.33333333	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10661	PIM-447	C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1	VRQXRVAKPDCRCI-ZNMIVQPWSA-N	VRQXRVAKPDCRCI-ZNMIVQPWSA-N	true	true	false	false	0.26666667	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10101	MIRDAMETINIB	O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F	SUDAHWBOROXANE-SECBINFHSA-N	SUDAHWBOROXANE-SECBINFHSA-N	true	true	false	false	0.56250000	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10167	SB-203580	C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	CDMGBJANTYXAIV-UHFFFAOYSA-N	CDMGBJANTYXAIV-UHFFFAOYSA-N	true	true	false	false	0.17567568	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11588	VATALANIB	Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1	YCOYDOIWSSHVCK-UHFFFAOYSA-N	YCOYDOIWSSHVCK-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10169	DORAMAPIMOD	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10048	CI-1040	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl	GFMMXOIFOQCCGU-UHFFFAOYSA-N	GFMMXOIFOQCCGU-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10140	MOMELOTINIB	N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1	ZVHNDZWQTBEVRY-UHFFFAOYSA-N	ZVHNDZWQTBEVRY-UHFFFAOYSA-N	true	true	false	false	0.37931034	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10057	MK-2206	NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1	ULDXWLCXEDXJGE-UHFFFAOYSA-N	ULDXWLCXEDXJGE-UHFFFAOYSA-N	true	true	false	false	0.18390805	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10072	PF-00562271	CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O	MZDKLVOWGIOKTN-UHFFFAOYSA-N	MZDKLVOWGIOKTN-UHFFFAOYSA-N	true	true	false	false	0.25714286	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10439	PH-797804	CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1	KCAJXIDMCNPGHZ-UHFFFAOYSA-N	KCAJXIDMCNPGHZ-UHFFFAOYSA-N	true	true	false	false	0.20000000	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10402	LOSMAPIMOD	Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1	KKYABQBFGDZVNQ-UHFFFAOYSA-N	KKYABQBFGDZVNQ-UHFFFAOYSA-N	true	true	false	false	0.24489796	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL12085	PAMAPIMOD	Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21	JYYLVUFNAHSSFE-UHFFFAOYSA-N	JYYLVUFNAHSSFE-UHFFFAOYSA-N	true	true	false	false	0.29629630	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10062	GSK-1070916	CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1	QTBWCSQGBMPECM-UHFFFAOYSA-N	QTBWCSQGBMPECM-UHFFFAOYSA-N	true	true	false	false	0.24761905	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10135	LINSITINIB	C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1	PKCDDUHJAFVJJB-VLZXCDOPSA-N	PKCDDUHJAFVJJB-VLZXCDOPSA-N	true	true	false	false	0.20270270	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10380	NMS-1286937	COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2	SWTRIZHCIUWGAU-UHFFFAOYSA-N	SWTRIZHCIUWGAU-UHFFFAOYSA-N	true	true	false	false	0.35051546	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10150	PONATINIB	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12	PHXJVRSECIGDHY-UHFFFAOYSA-N	PHXJVRSECIGDHY-UHFFFAOYSA-N	true	true	false	false	0.39795918	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10133	AFATINIB	CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	ULXXDDBFHOBEHA-CWDCEQMOSA-N	ULXXDDBFHOBEHA-CWDCEQMOSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10166	BAY-613606	COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC	JWQOJVOKBAAAAR-UHFFFAOYSA-N	JWQOJVOKBAAAAR-UHFFFAOYSA-N	true	true	false	false	0.22727273	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10168	NEFLAMAPIMOD	O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl	VEPKQEUBKLEPRA-UHFFFAOYSA-N	VEPKQEUBKLEPRA-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10068	VEMURAFENIB	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F	GPXBXXGIAQBQNI-UHFFFAOYSA-N	GPXBXXGIAQBQNI-UHFFFAOYSA-N	true	true	false	false	0.82258065	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12069	R-1487	Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21	KKKRKRMVJRHDMG-UHFFFAOYSA-N	KKKRKRMVJRHDMG-UHFFFAOYSA-N	true	true	false	false	0.31034483	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL12064	SILMITASERTIB	O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12	MUOKSQABCJCOPU-UHFFFAOYSA-N	MUOKSQABCJCOPU-UHFFFAOYSA-N	true	true	false	false	0.31645570	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10073	PHA-793887	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	HUXYBQXJVXOMKX-UHFFFAOYSA-N	HUXYBQXJVXOMKX-UHFFFAOYSA-N	true	true	false	false	0.21978022	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10157	FORETINIB	COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1	CXQHYVUVSFXTMY-UHFFFAOYSA-N	CXQHYVUVSFXTMY-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10139	AZD-1480	Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1	PDOQBOJDRPLBQU-QMMMGPOBSA-N	PDOQBOJDRPLBQU-QMMMGPOBSA-N	true	true	false	false	0.25000000	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11324	PF-04691502	COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1	XDLYKKIQACFMJG-WKILWMFISA-N	XDLYKKIQACFMJG-WKILWMFISA-N	true	true	false	false	0.20183486	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10123	SGX-523	Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1	BCZUAADEACICHN-UHFFFAOYSA-N	BCZUAADEACICHN-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL11308	TANDUTINIB	COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1	UXXQOJXBIDBUAC-UHFFFAOYSA-N	UXXQOJXBIDBUAC-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10079	TORIN1	CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1	AKCRNFFTGXBONI-UHFFFAOYSA-N	AKCRNFFTGXBONI-UHFFFAOYSA-N	true	true	false	false	0.21367521	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10141	FEDRATINIB	Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1	JOOXLOJCABQBSG-UHFFFAOYSA-N	JOOXLOJCABQBSG-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10005	TIVOZANIB	COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC	SPMVMDHWKHCIDT-UHFFFAOYSA-N	SPMVMDHWKHCIDT-UHFFFAOYSA-N	true	true	false	false	0.33333333	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11317	LENVATINIB	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O	WOSKHXYHFSIKNG-UHFFFAOYSA-N	WOSKHXYHFSIKNG-UHFFFAOYSA-N	true	true	false	false	0.29702970	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10443	AXITINIB	CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1	RITAVMQDGBJQJZ-FMIVXFBMSA-N	RITAVMQDGBJQJZ-FMIVXFBMSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10008	SORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	MLDQJTXFUGDVEO-UHFFFAOYSA-N	MLDQJTXFUGDVEO-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10020	DASATINIB	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10001	SELICICLIB	CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	BTIHMVBBUGXLCJ-OAHLLOKOSA-N	true	true	false	false	0.20930233	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10056	SELUMETINIB	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21	CYOHGALHFOKKQC-UHFFFAOYSA-N	CYOHGALHFOKKQC-UHFFFAOYSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10178	OSI-930	O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12	FGTCROZDHDSNIO-UHFFFAOYSA-N	FGTCROZDHDSNIO-UHFFFAOYSA-N	true	true	false	false	0.26190476	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10814	TAK-285	CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	ZYQXEVJIFYIBHZ-UHFFFAOYSA-N	ZYQXEVJIFYIBHZ-UHFFFAOYSA-N	true	true	false	false	0.29729730	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL12063	RO-4987655	O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F	FIMYFEGKMOCQKT-UHFFFAOYSA-N	FIMYFEGKMOCQKT-UHFFFAOYSA-N	true	true	false	false	0.38554217	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11596	TAK-733	Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21	RCLQNICOARASSR-SECBINFHSA-N	RCLQNICOARASSR-SECBINFHSA-N	true	true	false	false	0.25882353	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL11476	AC-480	Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12	LUJZZYWHBDHDQX-QFIPXVFZSA-N	LUJZZYWHBDHDQX-QFIPXVFZSA-N	true	true	false	false	0.26190476	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL12057	SU-014813	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1	CTNPALGJUAXMMC-PMFHANACSA-N	CTNPALGJUAXMMC-PMFHANACSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10351	REBASTINIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1	WVXNSAVVKYZVOE-UHFFFAOYSA-N	WVXNSAVVKYZVOE-UHFFFAOYSA-N	true	true	false	false	0.39080460	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10201	ALECTINIB	CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O	KDGFLJKFZUIJMX-UHFFFAOYSA-N	KDGFLJKFZUIJMX-UHFFFAOYSA-N	true	true	false	false	0.20560748	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10221	GSK-2334470	CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1	QLPHOXTXAKOFMU-WBVHZDCISA-N	QLPHOXTXAKOFMU-WBVHZDCISA-N	true	true	false	false	0.23762376	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10385	RUXOLITINIB	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1	HFNKQEVNSGCOJV-OAHLLOKOSA-N	HFNKQEVNSGCOJV-OAHLLOKOSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10018	NERATINIB	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	JWNPDZNEKVCWMY-VQHVLOKHSA-N	JWNPDZNEKVCWMY-VQHVLOKHSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL10007	AZD-8055	COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO	KVLFRAWTRWDEDF-IRXDYDNUSA-N	KVLFRAWTRWDEDF-IRXDYDNUSA-N	true	true	false	false	0.20618557	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10183	INFIGRATINIB	CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1	QADPYRIHXKWUSV-UHFFFAOYSA-N	QADPYRIHXKWUSV-UHFFFAOYSA-N	true	true	false	false	0.33695652	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL12058	INGENOL MEBUTATE	C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C	VDJHFHXMUKFKET-WDUFCVPESA-N	VDJHFHXMUKFKET-WDUFCVPESA-N	true	true	false	false	0.14705882	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10129	IBRUTINIB	C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	XYFPWWZEPKGCCK-GOSISDBHSA-N	XYFPWWZEPKGCCK-GOSISDBHSA-N	true	true	false	false	0.22727273	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10232	DACTOLISIB	Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21	JOGKUKXHTYWRGZ-UHFFFAOYSA-N	JOGKUKXHTYWRGZ-UHFFFAOYSA-N	true	true	false	false	0.20224719	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10071	PALBOCICLIB	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O	AHJRHEGDXFFMBM-UHFFFAOYSA-N	AHJRHEGDXFFMBM-UHFFFAOYSA-N	true	true	false	false	0.24528302	ELIGIBLE_IDENTITY_PENDING_MANUAL_QA
OKL2026	HMSL10192	KW-2449	O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1	YYLKKYCXAOBSRM-JXMROGBWSA-N	YYLKKYCXAOBSRM-JXMROGBWSA-N	true	true	true	true	1.00000000	EXCLUDED_DAVIS_LIGAND_LEAKAGE
OKL2026	HMSL12155	JNJ-28312141	CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1	GUBJNPWVIUFSTR-UHFFFAOYSA-N	GUBJNPWVIUFSTR-UHFFFAOYSA-N	true	true	true	true	0.75641026	EXCLUDED_DAVIS_LIGAND_LEAKAGE
